review_id,course_id,rating,text,label
R00503,8,5,老师讲得很细，Python 入门好课。,好评
R00504,7,5,案例贴近实战，课程内容很清晰。,好评
R00505,2,5,代码可直接跑，代码可直接跑。,好评
R00506,4,5,Python 入门好课，代码可直接跑。,好评
R00507,6,5,练习题丰富，推荐给朋友。,好评
R00508,5,5,案例贴近实战，课程内容很清晰。,好评
R00509,8,3,还可以，学完有基础。,中性
R00510,7,3,学完有基础，内容中等。,中性
R00511,5,5,老师讲得很细，练习题丰富。,好评
R00512,7,5,老师讲得很细，有收获。,好评
R00513,1,5,有收获，推荐给朋友。,好评
R00514,8,5,课程内容很清晰，练习题丰富。,好评
R00515,3,1,字幕有错，进度条不准。,差评
R00516,4,1,节奏太快，代码有 bug。,差评
R00517,10,3,内容中等，内容中等。,中性
R00518,3,1,节奏太快，节奏太快。,差评
R00519,10,5,Python 入门好课，练习题丰富。,好评
R00520,6,1,进度条不准，代码有 bug。,差评
R00521,3,5,推荐给朋友，推荐给朋友。,好评
R00522,10,1,讲解不细致，练习题太难。,差评
R00523,4,5,有收获，代码可直接跑。,好评
R00524,6,5,老师讲得很细，案例贴近实战。,好评
R00525,7,5,练习题丰富，案例贴近实战。,好评
R00526,1,5,Python 入门好课，课程内容很清晰。,好评
R00527,8,3,一般般，还可以。,中性
R00528,3,5,Python 入门好课，代码可直接跑。,好评
R00529,10,5,课程内容很清晰，案例贴近实战。,好评
R00530,3,5,案例贴近实战，代码可直接跑。,好评
R00531,3,1,节奏太快，讲解不细致。,差评
R00532,9,5,老师讲得很细，课程内容很清晰。,好评
R00533,8,3,学完有基础，学完有基础。,中性
R00534,4,3,还可以，一般般。,中性
R00535,5,1,练习题太难，字幕有错。,差评
R00536,8,1,讲解不细致，进度条不准。,差评
R00537,7,5,案例贴近实战，练习题丰富。,好评
R00538,5,5,Python 入门好课，Python 入门好课。,好评
R00539,3,3,一般般，学完有基础。,中性
R00540,1,5,案例贴近实战，练习题丰富。,好评
R00541,4,5,代码可直接跑，代码可直接跑。,好评
R00542,4,1,视频质量一般，代码有 bug。,差评
R00543,2,5,有收获，推荐给朋友。,好评
R00544,3,3,还可以，学完有基础。,中性
R00545,4,5,有收获，案例贴近实战。,好评
R00546,10,3,学完有基础，学完有基础。,中性
R00547,2,5,代码可直接跑，老师讲得很细。,好评
R00548,6,3,还可以，还可以。,中性
R00549,6,5,Python 入门好课，推荐给朋友。,好评
R00550,5,5,课程内容很清晰，课程内容很清晰。,好评
R00551,7,3,学完有基础，内容中等。,中性
R00552,9,5,有收获，练习题丰富。,好评
R00553,5,5,课程内容很清晰，练习题丰富。,好评
R00554,6,5,练习题丰富，推荐给朋友。,好评
R00555,2,1,代码有 bug，练习题太难。,差评
R00556,3,5,有收获，案例贴近实战。,好评
R00557,6,3,内容中等，还可以。,中性
R00558,8,5,课程内容很清晰，练习题丰富。,好评
R00559,7,5,代码可直接跑，有收获。,好评
R00560,10,3,内容中等，内容中等。,中性
R00561,5,1,字幕有错，字幕有错。,差评
R00562,3,3,内容中等，学完有基础。,中性
R00563,3,3,内容中等，学完有基础。,中性
R00564,4,5,推荐给朋友，课程内容很清晰。,好评
R00565,4,5,练习题丰富，课程内容很清晰。,好评
R00566,8,5,练习题丰富，课程内容很清晰。,好评
R00567,8,1,讲解不细致，练习题太难。,差评
R00568,8,3,学完有基础，还可以。,中性
R00569,6,5,课程内容很清晰，推荐给朋友。,好评
R00570,8,5,推荐给朋友，推荐给朋友。,好评
R00571,2,5,老师讲得很细，练习题丰富。,好评
R00572,4,3,内容中等，还可以。,中性
R00573,3,5,代码可直接跑，练习题丰富。,好评
R00574,10,5,代码可直接跑，Python 入门好课。,好评
R00575,7,5,课程内容很清晰，练习题丰富。,好评
R00576,8,3,还可以，一般般。,中性
R00577,6,1,进度条不准，节奏太快。,差评
R00578,2,1,节奏太快，讲解不细致。,差评
R00579,10,5,案例贴近实战，有收获。,好评
R00580,3,5,老师讲得很细，有收获。,好评
R00581,8,1,节奏太快，节奏太快。,差评
R00582,5,3,学完有基础，学完有基础。,中性
R00583,1,5,课程内容很清晰，有收获。,好评
R00584,10,5,推荐给朋友，有收获。,好评
R00585,1,5,练习题丰富，Python 入门好课。,好评
R00586,1,5,代码可直接跑，有收获。,好评
R00587,2,3,还可以，学完有基础。,中性
R00588,3,5,案例贴近实战，代码可直接跑。,好评
R00589,2,5,Python 入门好课，案例贴近实战。,好评
R00590,3,5,课程内容很清晰，Python 入门好课。,好评
R00591,5,5,案例贴近实战，案例贴近实战。,好评
R00592,5,5,练习题丰富，老师讲得很细。,好评
R00593,5,5,推荐给朋友，案例贴近实战。,好评
R00594,2,5,练习题丰富，有收获。,好评
R00595,9,1,字幕有错，讲解不细致。,差评
R00596,8,5,Python 入门好课，推荐给朋友。,好评
R00597,5,5,案例贴近实战，推荐给朋友。,好评
R00598,7,3,学完有基础，还可以。,中性
R00599,10,1,字幕有错，讲解不细致。,差评
R00600,7,3,一般般，学完有基础。,中性
R00601,9,5,老师讲得很细，课程内容很清晰。,好评
R00602,4,5,有收获，推荐给朋友。,好评
R00603,9,5,练习题丰富，推荐给朋友。,好评
R00604,8,5,老师讲得很细，代码可直接跑。,好评
R00605,8,5,案例贴近实战，老师讲得很细。,好评
R00606,3,3,内容中等，一般般。,中性
R00607,9,5,代码可直接跑，Python 入门好课。,好评
R00608,10,5,案例贴近实战，代码可直接跑。,好评
R00609,2,1,节奏太快，视频质量一般。,差评
R00610,9,5,课程内容很清晰，老师讲得很细。,好评
R00611,2,1,代码有 bug，代码有 bug。,差评
R00612,10,1,代码有 bug，进度条不准。,差评
R00613,5,3,内容中等，内容中等。,中性
R00614,2,3,还可以，还可以。,中性
R00615,3,5,推荐给朋友，练习题丰富。,好评
R00616,2,5,案例贴近实战，课程内容很清晰。,好评
R00617,6,3,学完有基础，内容中等。,中性
R00618,10,3,学完有基础，学完有基础。,中性
R00619,3,5,代码可直接跑，有收获。,好评
R00620,2,3,一般般，一般般。,中性
R00621,7,5,代码可直接跑，老师讲得很细。,好评
R00622,7,3,还可以，还可以。,中性
R00623,3,5,老师讲得很细，课程内容很清晰。,好评
R00624,7,5,推荐给朋友，推荐给朋友。,好评
R00625,10,3,学完有基础，内容中等。,中性
R00626,5,5,有收获，案例贴近实战。,好评
R00627,3,5,老师讲得很细，练习题丰富。,好评
R00628,2,5,课程内容很清晰，Python 入门好课。,好评
R00629,1,3,还可以，一般般。,中性
R00630,3,3,一般般，学完有基础。,中性
R00631,7,1,进度条不准，练习题太难。,差评
R00632,9,1,字幕有错，进度条不准。,差评
R00633,5,3,一般般，还可以。,中性
R00634,8,5,推荐给朋友，练习题丰富。,好评
R00635,2,5,案例贴近实战，课程内容很清晰。,好评
R00636,8,1,练习题太难，练习题太难。,差评
R00637,1,5,推荐给朋友，推荐给朋友。,好评
R00638,4,5,推荐给朋友，Python 入门好课。,好评
R00639,1,5,代码可直接跑，案例贴近实战。,好评
R00640,2,5,有收获，课程内容很清晰。,好评
R00641,8,3,学完有基础，学完有基础。,中性
R00642,8,5,代码可直接跑，课程内容很清晰。,好评
R00643,9,1,代码有 bug，代码有 bug。,差评
R00644,1,5,推荐给朋友，Python 入门好课。,好评
R00645,10,5,课程内容很清晰，案例贴近实战。,好评
R00646,5,5,有收获，老师讲得很细。,好评
R00647,2,3,学完有基础，学完有基础。,中性
R00648,6,1,代码有 bug，视频质量一般。,差评
R00649,1,3,学完有基础，学完有基础。,中性
R00650,4,1,练习题太难，讲解不细致。,差评
R00651,8,1,代码有 bug，讲解不细致。,差评
R00652,4,1,练习题太难，视频质量一般。,差评
R00653,3,3,内容中等，学完有基础。,中性
R00654,7,3,内容中等，学完有基础。,中性
R00655,3,5,有收获，推荐给朋友。,好评
R00656,2,5,Python 入门好课，代码可直接跑。,好评
R00657,3,1,进度条不准，代码有 bug。,差评
R00658,3,1,练习题太难，练习题太难。,差评
R00659,7,5,推荐给朋友，老师讲得很细。,好评
R00660,4,3,学完有基础，内容中等。,中性
R00661,1,3,一般般，还可以。,中性
R00662,6,5,有收获，代码可直接跑。,好评
R00663,9,3,一般般，一般般。,中性
R00664,6,5,课程内容很清晰，老师讲得很细。,好评
R00665,10,5,案例贴近实战，老师讲得很细。,好评
R00666,9,5,Python 入门好课，老师讲得很细。,好评
R00667,5,5,Python 入门好课，推荐给朋友。,好评
R00668,1,3,内容中等，内容中等。,中性
R00669,9,5,代码可直接跑，练习题丰富。,好评
R00670,8,5,老师讲得很细，课程内容很清晰。,好评
R00671,2,5,推荐给朋友，老师讲得很细。,好评
R00672,9,5,老师讲得很细，课程内容很清晰。,好评
R00673,2,5,老师讲得很细，练习题丰富。,好评
R00674,6,1,字幕有错，练习题太难。,差评
R00675,8,5,练习题丰富，代码可直接跑。,好评
R00676,3,3,学完有基础，还可以。,中性
R00677,3,3,内容中等，内容中等。,中性
R00678,8,5,老师讲得很细，Python 入门好课。,好评
R00679,4,3,学完有基础，还可以。,中性
R00680,5,5,推荐给朋友，有收获。,好评
R00681,5,5,练习题丰富，老师讲得很细。,好评
R00682,6,5,有收获，案例贴近实战。,好评
R00683,9,5,Python 入门好课，练习题丰富。,好评
R00684,3,5,案例贴近实战，Python 入门好课。,好评
R00685,7,3,学完有基础，学完有基础。,中性
R00686,1,5,推荐给朋友，有收获。,好评
R00687,1,1,代码有 bug，练习题太难。,差评
R00688,6,5,老师讲得很细，老师讲得很细。,好评
R00689,3,3,内容中等，学完有基础。,中性
R00690,7,5,案例贴近实战，课程内容很清晰。,好评
R00691,10,5,课程内容很清晰，练习题丰富。,好评
R00692,7,5,课程内容很清晰，代码可直接跑。,好评
R00693,6,5,案例贴近实战，代码可直接跑。,好评
R00694,5,5,有收获，课程内容很清晰。,好评
R00695,8,3,一般般，学完有基础。,中性
R00696,6,5,Python 入门好课，推荐给朋友。,好评
R00697,7,1,字幕有错，字幕有错。,差评
R00698,5,1,字幕有错，练习题太难。,差评
R00699,9,3,还可以，还可以。,中性
R00700,3,5,有收获，案例贴近实战。,好评
R00701,2,5,代码可直接跑，Python 入门好课。,好评
R00702,3,3,内容中等，内容中等。,中性
R00703,9,1,节奏太快，节奏太快。,差评
R00704,5,5,代码可直接跑，Python 入门好课。,好评
R00705,1,5,案例贴近实战，老师讲得很细。,好评
R00706,9,5,有收获，代码可直接跑。,好评
R00707,1,1,讲解不细致，节奏太快。,差评
R00708,2,1,字幕有错，进度条不准。,差评
R00709,10,5,推荐给朋友，代码可直接跑。,好评
R00710,8,1,进度条不准，节奏太快。,差评
R00711,10,1,讲解不细致，练习题太难。,差评
R00712,5,5,Python 入门好课，有收获。,好评
R00713,10,1,讲解不细致，进度条不准。,差评
R00714,9,3,一般般，学完有基础。,中性
R00715,6,5,Python 入门好课，老师讲得很细。,好评
R00716,8,3,一般般，内容中等。,中性
R00717,7,5,老师讲得很细，练习题丰富。,好评
R00718,2,5,案例贴近实战，老师讲得很细。,好评
R00719,3,5,课程内容很清晰，案例贴近实战。,好评
R00720,8,5,推荐给朋友，Python 入门好课。,好评
R00721,9,5,老师讲得很细，有收获。,好评
R00722,5,5,案例贴近实战，案例贴近实战。,好评
R00723,8,3,学完有基础，学完有基础。,中性
R00724,3,5,推荐给朋友，案例贴近实战。,好评
R00725,3,1,练习题太难，视频质量一般。,差评
R00726,3,5,推荐给朋友，推荐给朋友。,好评
R00727,8,3,还可以，一般般。,中性
R00728,3,1,代码有 bug，节奏太快。,差评
R00729,10,5,有收获，老师讲得很细。,好评
R00730,2,3,学完有基础，还可以。,中性
R00731,1,5,有收获，代码可直接跑。,好评
R00732,6,3,一般般，还可以。,中性
R00733,5,5,代码可直接跑，有收获。,好评
R00734,1,1,讲解不细致，代码有 bug。,差评
R00735,10,3,一般般，一般般。,中性
R00736,5,5,案例贴近实战，课程内容很清晰。,好评
R00737,3,5,代码可直接跑，Python 入门好课。,好评
R00738,2,3,学完有基础，还可以。,中性
R00739,1,5,有收获，老师讲得很细。,好评
R00740,10,5,案例贴近实战，推荐给朋友。,好评
R00741,6,5,代码可直接跑，推荐给朋友。,好评
R00742,10,5,案例贴近实战，推荐给朋友。,好评
R00743,9,3,一般般，一般般。,中性
R00744,8,5,推荐给朋友，推荐给朋友。,好评
R00745,2,5,练习题丰富，有收获。,好评
R00746,10,1,字幕有错，视频质量一般。,差评
R00747,4,3,学完有基础，学完有基础。,中性
R00748,9,5,案例贴近实战，有收获。,好评
R00749,5,5,课程内容很清晰，推荐给朋友。,好评
R00750,1,3,还可以，一般般。,中性
R00751,5,1,视频质量一般，进度条不准。,差评
R00752,4,5,老师讲得很细，老师讲得很细。,好评
R00753,8,5,课程内容很清晰，Python 入门好课。,好评
R00754,9,5,课程内容很清晰，老师讲得很细。,好评
R00755,5,5,练习题丰富，课程内容很清晰。,好评
R00756,10,5,Python 入门好课，Python 入门好课。,好评
R00757,9,3,学完有基础，还可以。,中性
R00758,10,5,有收获，案例贴近实战。,好评
R00759,1,1,节奏太快，代码有 bug。,差评
R00760,3,5,有收获，案例贴近实战。,好评
R00761,9,3,学完有基础，还可以。,中性
R00762,5,1,讲解不细致，代码有 bug。,差评
R00763,2,5,老师讲得很细，老师讲得很细。,好评
R00764,3,5,练习题丰富，代码可直接跑。,好评
R00765,2,5,练习题丰富，代码可直接跑。,好评
R00766,7,3,一般般，内容中等。,中性
R00767,10,3,一般般，还可以。,中性
R00768,1,5,有收获，练习题丰富。,好评
R00769,7,5,课程内容很清晰，代码可直接跑。,好评
R00770,3,5,老师讲得很细，有收获。,好评
R00771,5,1,代码有 bug，讲解不细致。,差评
R00772,1,5,案例贴近实战，老师讲得很细。,好评
R00773,10,5,Python 入门好课，Python 入门好课。,好评
R00774,9,5,Python 入门好课，推荐给朋友。,好评
R00775,5,5,案例贴近实战，老师讲得很细。,好评
R00776,8,1,节奏太快，讲解不细致。,差评
R00777,8,5,案例贴近实战，老师讲得很细。,好评
R00778,4,1,节奏太快，代码有 bug。,差评
R00779,9,5,课程内容很清晰，代码可直接跑。,好评
R00780,9,5,老师讲得很细，Python 入门好课。,好评
R00781,3,1,进度条不准，字幕有错。,差评
R00782,8,3,内容中等，学完有基础。,中性
R00783,3,3,还可以，一般般。,中性
R00784,4,5,有收获，练习题丰富。,好评
R00785,1,5,案例贴近实战，推荐给朋友。,好评
R00786,10,3,还可以，学完有基础。,中性
R00787,1,5,代码可直接跑，练习题丰富。,好评
R00788,5,5,课程内容很清晰，推荐给朋友。,好评
R00789,6,3,内容中等，学完有基础。,中性
R00790,1,3,一般般，内容中等。,中性
R00791,5,3,一般般，还可以。,中性
R00792,2,3,还可以，学完有基础。,中性
R00793,7,3,一般般，内容中等。,中性
R00794,6,5,Python 入门好课，有收获。,好评
R00795,5,5,代码可直接跑，推荐给朋友。,好评
R00796,6,1,练习题太难，进度条不准。,差评
R00797,8,5,有收获，Python 入门好课。,好评
R00798,3,5,有收获，课程内容很清晰。,好评
R00799,1,5,课程内容很清晰，推荐给朋友。,好评
R00800,7,5,课程内容很清晰，练习题丰富。,好评
R00801,8,1,视频质量一般，进度条不准。,差评
R00802,2,5,案例贴近实战，老师讲得很细。,好评
R00803,2,5,课程内容很清晰，推荐给朋友。,好评
R00804,10,5,有收获，案例贴近实战。,好评
R00805,3,1,讲解不细致，代码有 bug。,差评
R00806,8,5,课程内容很清晰，老师讲得很细。,好评
R00807,8,5,有收获，Python 入门好课。,好评
R00808,1,1,节奏太快，练习题太难。,差评
R00809,4,5,代码可直接跑，有收获。,好评
R00810,4,5,老师讲得很细，代码可直接跑。,好评
R00811,6,5,Python 入门好课，推荐给朋友。,好评
R00812,8,5,课程内容很清晰，代码可直接跑。,好评
R00813,4,3,一般般，还可以。,中性
R00814,5,5,案例贴近实战，老师讲得很细。,好评
R00815,8,1,视频质量一般，视频质量一般。,差评
R00816,10,5,练习题丰富，Python 入门好课。,好评
R00817,10,5,练习题丰富，老师讲得很细。,好评
R00818,2,1,练习题太难，进度条不准。,差评
R00819,10,5,练习题丰富，代码可直接跑。,好评
R00820,4,5,Python 入门好课，代码可直接跑。,好评
R00821,9,5,课程内容很清晰，代码可直接跑。,好评
R00822,7,5,推荐给朋友，课程内容很清晰。,好评
R00823,1,1,进度条不准，进度条不准。,差评
R00824,7,5,有收获，案例贴近实战。,好评
R00825,9,3,内容中等，还可以。,中性
R00826,6,1,代码有 bug，代码有 bug。,差评
R00827,1,5,课程内容很清晰，Python 入门好课。,好评
R00828,9,5,代码可直接跑，案例贴近实战。,好评
R00829,1,5,推荐给朋友，有收获。,好评
R00830,6,3,学完有基础，一般般。,中性
R00831,4,5,老师讲得很细，课程内容很清晰。,好评
R00832,4,3,学完有基础，还可以。,中性
R00833,6,5,Python 入门好课，练习题丰富。,好评
R00834,2,3,内容中等，还可以。,中性
R00835,7,5,课程内容很清晰，推荐给朋友。,好评
R00836,5,3,还可以，内容中等。,中性
R00837,8,5,Python 入门好课，老师讲得很细。,好评
R00838,1,5,Python 入门好课，有收获。,好评
R00839,2,5,有收获，Python 入门好课。,好评
R00840,8,5,推荐给朋友，老师讲得很细。,好评
R00841,1,3,还可以，还可以。,中性
R00842,6,5,课程内容很清晰，案例贴近实战。,好评
R00843,1,5,老师讲得很细，练习题丰富。,好评
R00844,1,1,字幕有错，代码有 bug。,差评
R00845,2,5,代码可直接跑，案例贴近实战。,好评
R00846,9,5,老师讲得很细，课程内容很清晰。,好评
R00847,7,1,节奏太快，讲解不细致。,差评
R00848,10,5,案例贴近实战，老师讲得很细。,好评
R00849,10,3,学完有基础，一般般。,中性
R00850,7,5,课程内容很清晰，推荐给朋友。,好评
R00851,10,5,推荐给朋友，案例贴近实战。,好评
R00852,6,1,视频质量一般，节奏太快。,差评
R00853,1,1,进度条不准，进度条不准。,差评
R00854,10,5,推荐给朋友，有收获。,好评
R00855,2,1,练习题太难，节奏太快。,差评
R00856,10,5,课程内容很清晰，老师讲得很细。,好评
R00857,9,5,Python 入门好课，练习题丰富。,好评
R00858,7,3,内容中等，内容中等。,中性
R00859,3,5,推荐给朋友，推荐给朋友。,好评
R00860,1,5,Python 入门好课，练习题丰富。,好评
R00861,5,3,还可以，一般般。,中性
R00862,5,3,学完有基础，内容中等。,中性
R00863,8,5,练习题丰富，练习题丰富。,好评
R00864,5,5,代码可直接跑，有收获。,好评
R00865,9,1,讲解不细致，节奏太快。,差评
R00866,4,3,一般般，还可以。,中性
R00867,6,3,还可以，学完有基础。,中性
R00868,4,5,Python 入门好课，Python 入门好课。,好评
R00869,4,5,老师讲得很细，有收获。,好评
R00870,10,5,推荐给朋友，推荐给朋友。,好评
R00871,10,3,内容中等，内容中等。,中性
R00872,6,1,讲解不细致，代码有 bug。,差评
R00873,8,1,练习题太难，节奏太快。,差评
R00874,4,3,还可以，学完有基础。,中性
R00875,4,5,课程内容很清晰，Python 入门好课。,好评
R00876,4,5,推荐给朋友，Python 入门好课。,好评
R00877,7,5,推荐给朋友，有收获。,好评
R00878,3,5,Python 入门好课，案例贴近实战。,好评
R00879,1,5,课程内容很清晰，有收获。,好评
R00880,1,5,老师讲得很细，有收获。,好评
R00881,3,1,视频质量一般，节奏太快。,差评
R00882,4,3,内容中等，学完有基础。,中性
R00883,1,5,有收获，课程内容很清晰。,好评
R00884,5,5,Python 入门好课，Python 入门好课。,好评
R00885,5,5,练习题丰富，Python 入门好课。,好评
R00886,9,3,一般般，内容中等。,中性
R00887,4,3,一般般，一般般。,中性
R00888,5,1,节奏太快，练习题太难。,差评
R00889,3,5,老师讲得很细，课程内容很清晰。,好评
R00890,6,5,案例贴近实战，老师讲得很细。,好评
R00891,8,5,Python 入门好课，代码可直接跑。,好评
R00892,6,1,练习题太难，讲解不细致。,差评
R00893,2,3,一般般，学完有基础。,中性
R00894,3,3,还可以，一般般。,中性
R00895,9,5,Python 入门好课，Python 入门好课。,好评
R00896,6,3,学完有基础，内容中等。,中性
R00897,1,3,学完有基础，一般般。,中性
R00898,3,5,Python 入门好课，代码可直接跑。,好评
R00899,1,5,有收获，Python 入门好课。,好评
R00900,9,3,内容中等，一般般。,中性
R00901,2,5,推荐给朋友，Python 入门好课。,好评
R00902,3,3,学完有基础，还可以。,中性
R00903,8,3,学完有基础，内容中等。,中性
R00904,3,1,视频质量一般，代码有 bug。,差评
R00905,9,3,内容中等，内容中等。,中性
R00906,8,1,进度条不准，代码有 bug。,差评
R00907,10,1,代码有 bug，讲解不细致。,差评
R00908,4,5,案例贴近实战，课程内容很清晰。,好评
R00909,8,5,Python 入门好课，Python 入门好课。,好评
R00910,4,5,Python 入门好课，案例贴近实战。,好评
R00911,7,1,讲解不细致，代码有 bug。,差评
R00912,5,5,练习题丰富，有收获。,好评
R00913,2,5,老师讲得很细，练习题丰富。,好评
R00914,9,5,代码可直接跑，推荐给朋友。,好评
R00915,10,1,讲解不细致，练习题太难。,差评
R00916,9,3,还可以，学完有基础。,中性
R00917,8,3,内容中等，学完有基础。,中性
R00918,7,5,推荐给朋友，案例贴近实战。,好评
R00919,6,3,内容中等，学完有基础。,中性
R00920,1,1,讲解不细致，代码有 bug。,差评
R00921,4,5,练习题丰富，推荐给朋友。,好评
R00922,2,1,讲解不细致，进度条不准。,差评
R00923,5,5,有收获，老师讲得很细。,好评
R00924,4,3,还可以，内容中等。,中性
R00925,2,5,老师讲得很细，老师讲得很细。,好评
R00926,9,5,有收获，课程内容很清晰。,好评
R00927,4,1,练习题太难，讲解不细致。,差评
R00928,5,5,有收获，代码可直接跑。,好评
R00929,10,5,代码可直接跑，Python 入门好课。,好评
R00930,9,1,练习题太难，字幕有错。,差评
R00931,5,5,代码可直接跑，课程内容很清晰。,好评
R00932,6,1,讲解不细致，字幕有错。,差评
R00933,10,5,案例贴近实战，案例贴近实战。,好评
R00934,1,1,字幕有错，进度条不准。,差评
R00935,9,1,代码有 bug，进度条不准。,差评
R00936,4,5,练习题丰富，案例贴近实战。,好评
R00937,4,1,练习题太难，进度条不准。,差评
R00938,9,1,代码有 bug，练习题太难。,差评
R00939,6,3,学完有基础，学完有基础。,中性
R00940,6,1,字幕有错，节奏太快。,差评
R00941,7,3,一般般，学完有基础。,中性
R00942,8,5,Python 入门好课，推荐给朋友。,好评
R00943,3,5,课程内容很清晰，有收获。,好评
R00944,1,3,一般般，内容中等。,中性
R00945,6,5,推荐给朋友，有收获。,好评
R00946,7,5,Python 入门好课，案例贴近实战。,好评
R00947,6,5,案例贴近实战，代码可直接跑。,好评
R00948,3,5,课程内容很清晰，课程内容很清晰。,好评
R00949,10,5,练习题丰富，有收获。,好评
R00950,4,3,学完有基础，学完有基础。,中性
R00951,9,5,案例贴近实战，老师讲得很细。,好评
R00952,8,5,案例贴近实战，Python 入门好课。,好评
R00953,10,3,还可以，内容中等。,中性
R00954,2,3,学完有基础，内容中等。,中性
R00955,9,5,练习题丰富，老师讲得很细。,好评
R00956,10,5,练习题丰富，课程内容很清晰。,好评
R00957,3,3,学完有基础，还可以。,中性
R00958,7,1,练习题太难，节奏太快。,差评
R00959,4,1,讲解不细致，练习题太难。,差评
R00960,8,3,内容中等，还可以。,中性
R00961,9,1,节奏太快，讲解不细致。,差评
R00962,6,5,课程内容很清晰，练习题丰富。,好评
R00963,7,1,字幕有错，代码有 bug。,差评
R00964,3,5,练习题丰富，老师讲得很细。,好评
R00965,2,3,学完有基础，学完有基础。,中性
R00966,4,1,代码有 bug，字幕有错。,差评
R00967,5,5,练习题丰富，Python 入门好课。,好评
R00968,3,5,案例贴近实战，推荐给朋友。,好评
R00969,9,5,代码可直接跑，Python 入门好课。,好评
R00970,4,5,推荐给朋友，代码可直接跑。,好评
R00971,8,1,节奏太快，练习题太难。,差评
R00972,10,5,老师讲得很细，案例贴近实战。,好评
R00973,10,3,一般般，内容中等。,中性
R00974,8,5,推荐给朋友，推荐给朋友。,好评
R00975,2,1,视频质量一般，节奏太快。,差评
R00976,6,3,内容中等，学完有基础。,中性
R00977,5,1,进度条不准，字幕有错。,差评
R00978,7,5,案例贴近实战，练习题丰富。,好评
R00979,10,3,一般般，一般般。,中性
R00980,7,5,案例贴近实战，推荐给朋友。,好评
R00981,7,5,练习题丰富，老师讲得很细。,好评
R00982,3,5,课程内容很清晰，Python 入门好课。,好评
R00983,2,5,代码可直接跑，代码可直接跑。,好评
R00984,7,3,一般般，学完有基础。,中性
R00985,2,5,老师讲得很细，有收获。,好评
R00986,7,3,还可以，内容中等。,中性
R00987,5,3,学完有基础，一般般。,中性
R00988,8,5,Python 入门好课，课程内容很清晰。,好评
R00989,8,1,节奏太快，节奏太快。,差评
R00990,7,5,案例贴近实战，有收获。,好评
R00991,1,5,Python 入门好课，案例贴近实战。,好评
R00992,2,5,课程内容很清晰，代码可直接跑。,好评
R00993,8,3,一般般，内容中等。,中性
R00994,2,3,学完有基础，学完有基础。,中性
R00995,8,5,老师讲得很细，Python 入门好课。,好评
R00996,5,5,练习题丰富，推荐给朋友。,好评
R00997,1,3,一般般，一般般。,中性
R00998,5,5,老师讲得很细，练习题丰富。,好评
R00999,3,3,还可以，学完有基础。,中性
