user_id,channel,registered_at,active_days,retain_day1,retain_day7,retain_day14
U00399,付费广告,2026-02-16 07:00:35,22,1,0,1
U00400,付费广告,2026-02-16 09:09:47,26,0,1,0
U00401,自然流量,2026-02-16 10:50:47,7,1,1,1
U00402,合作推广,2026-02-16 16:43:44,14,1,1,0
U00403,社交网络,2026-02-16 21:56:55,15,0,0,1
U00404,付费广告,2026-02-16 22:54:06,21,1,0,1
U00405,搜索引擎,2026-02-17 00:55:31,7,0,0,0
U00406,合作推广,2026-02-17 01:32:22,9,0,0,0
U00407,搜索引擎,2026-02-17 03:35:46,19,1,0,1
U00408,自然流量,2026-02-17 04:13:44,16,1,0,0
U00409,合作推广,2026-02-17 04:46:07,8,1,1,0
U00410,自然流量,2026-02-17 07:47:58,18,1,0,0
U00411,搜索引擎,2026-02-17 09:38:00,27,0,1,0
U00412,合作推广,2026-02-17 14:36:21,23,0,1,0
U00413,合作推广,2026-02-18 10:09:31,29,0,1,1
U00414,社交网络,2026-02-18 19:07:34,18,0,1,0
U00415,社交网络,2026-02-18 21:44:20,20,0,0,0
U00416,搜索引擎,2026-02-19 05:04:51,7,1,1,1
U00417,搜索引擎,2026-02-19 10:14:04,3,0,0,0
U00418,搜索引擎,2026-02-19 16:16:30,18,0,0,1
U00419,付费广告,2026-02-19 18:42:55,27,1,0,0
U00420,付费广告,2026-02-19 23:10:45,10,1,0,0
U00421,付费广告,2026-02-20 10:13:46,7,0,0,1
U00422,付费广告,2026-02-20 21:19:55,17,1,0,0
U00423,自然流量,2026-02-21 09:17:28,14,1,0,1
U00424,社交网络,2026-02-22 02:44:00,24,0,0,1
U00425,自然流量,2026-02-22 10:54:39,3,1,1,1
U00426,社交网络,2026-02-22 20:37:10,12,1,0,0
U00427,搜索引擎,2026-02-22 23:37:10,28,1,0,1
U00428,合作推广,2026-02-23 06:28:27,13,1,1,0
U00429,搜索引擎,2026-02-23 19:42:22,2,1,1,0
U00430,自然流量,2026-02-24 01:13:01,3,1,0,1
U00431,自然流量,2026-02-24 05:31:02,5,1,1,0
U00432,付费广告,2026-02-24 11:31:55,11,1,1,1
U00433,社交网络,2026-02-24 21:42:25,8,1,1,1
U00434,自然流量,2026-02-24 23:16:17,26,1,0,1
U00435,自然流量,2026-02-25 06:24:43,23,1,0,0
U00436,付费广告,2026-02-25 12:10:31,23,0,1,1
U00437,自然流量,2026-02-25 15:12:23,12,0,1,0
U00438,付费广告,2026-02-25 21:03:22,7,1,0,1
U00439,付费广告,2026-02-26 02:57:15,15,0,1,0
U00440,自然流量,2026-02-26 09:20:17,24,0,0,0
U00441,自然流量,2026-02-26 11:39:50,17,0,1,0
U00442,合作推广,2026-02-26 23:57:08,4,0,1,0
U00443,搜索引擎,2026-02-27 00:19:11,29,1,1,0
U00444,搜索引擎,2026-02-27 12:35:06,22,1,1,1
U00445,付费广告,2026-02-27 14:21:00,25,1,0,0
U00446,合作推广,2026-02-27 22:02:49,13,1,0,0
U00447,合作推广,2026-02-28 01:56:00,18,1,1,0
U00448,付费广告,2026-02-28 10:14:21,1,0,1,0
U00449,搜索引擎,2026-02-28 17:10:33,16,1,1,0
U00450,自然流量,2026-03-01 02:44:31,13,0,1,0
U00451,付费广告,2026-03-01 13:19:08,10,1,0,0
U00452,社交网络,2026-03-01 19:05:34,12,1,0,0
U00453,搜索引擎,2026-03-02 01:24:23,2,0,1,0
U00454,合作推广,2026-03-02 03:39:08,23,1,1,0
U00455,自然流量,2026-03-02 19:00:31,3,1,0,0
U00456,社交网络,2026-03-02 19:41:04,10,1,0,1
U00457,自然流量,2026-03-02 21:54:21,2,0,1,1
U00458,搜索引擎,2026-03-03 00:24:21,27,1,0,0
U00459,自然流量,2026-03-03 05:00:37,23,1,1,1
U00460,自然流量,2026-03-03 12:14:07,13,0,0,0
U00461,自然流量,2026-03-03 13:07:12,13,0,1,0
U00462,社交网络,2026-03-03 18:59:06,18,1,0,1
U00463,付费广告,2026-03-03 20:46:50,3,0,1,0
U00464,社交网络,2026-03-04 05:25:52,27,1,0,1
U00465,合作推广,2026-03-05 03:54:32,7,1,1,0
U00466,搜索引擎,2026-03-06 03:34:49,14,1,1,0
U00467,搜索引擎,2026-03-06 04:05:47,20,0,0,0
U00468,付费广告,2026-03-06 21:21:12,29,1,1,1
U00469,自然流量,2026-03-06 22:32:02,17,0,1,0
U00470,合作推广,2026-03-07 05:21:05,29,0,1,1
U00471,自然流量,2026-03-07 16:14:42,21,1,1,0
U00472,合作推广,2026-03-07 22:25:25,12,1,1,0
U00473,自然流量,2026-03-08 03:08:52,25,1,1,0
U00474,合作推广,2026-03-08 11:37:23,16,1,1,0
U00475,社交网络,2026-03-09 05:41:14,24,0,0,1
U00476,合作推广,2026-03-09 07:49:00,12,0,1,0
U00477,自然流量,2026-03-09 11:11:54,15,1,1,1
U00478,社交网络,2026-03-09 12:02:17,25,1,0,1
U00479,合作推广,2026-03-09 14:32:25,10,1,1,0
U00480,社交网络,2026-03-10 00:11:34,25,0,0,0
U00481,社交网络,2026-03-10 12:58:20,7,1,0,0
U00482,付费广告,2026-03-11 04:10:51,20,0,1,0
U00483,搜索引擎,2026-03-11 10:19:33,5,0,0,0
U00484,社交网络,2026-03-11 12:57:15,1,1,1,0
U00485,社交网络,2026-03-11 15:26:37,17,0,1,0
U00486,合作推广,2026-03-11 17:17:18,3,0,0,0
U00487,自然流量,2026-03-12 01:43:59,13,1,0,0
U00488,搜索引擎,2026-03-12 07:11:09,14,1,0,0
U00489,合作推广,2026-03-12 18:31:46,24,1,1,0
U00490,合作推广,2026-03-13 02:39:54,18,0,0,1
U00491,搜索引擎,2026-03-13 03:21:52,4,0,1,0
U00492,社交网络,2026-03-13 04:11:16,18,0,1,0
U00493,搜索引擎,2026-03-13 07:36:34,5,0,1,1
U00494,自然流量,2026-03-13 12:30:18,25,1,1,0
U00495,搜索引擎,2026-03-14 03:52:33,16,1,0,0
U00496,搜索引擎,2026-03-14 12:03:04,1,1,0,0
U00497,社交网络,2026-03-14 13:53:58,21,1,0,0
U00498,自然流量,2026-03-15 06:02:14,14,1,0,0
U00499,合作推广,2026-03-15 20:10:25,15,1,1,0
U00500,合作推广,2026-03-16 12:59:53,9,1,0,0
U00501,付费广告,2026-03-16 19:03:09,15,1,1,0
U00502,社交网络,2026-03-16 21:52:00,17,1,0,1
U00503,搜索引擎,2026-03-17 08:55:08,25,0,1,1
U00504,付费广告,2026-03-17 14:37:46,24,1,1,0
U00505,付费广告,2026-03-17 15:06:42,4,1,1,1
U00506,自然流量,2026-03-18 08:31:25,12,0,1,0
U00507,合作推广,2026-03-18 14:17:33,27,0,1,0
U00508,付费广告,2026-03-18 19:12:30,26,1,1,1
U00509,合作推广,2026-03-18 23:21:46,5,1,1,0
U00510,付费广告,2026-03-19 23:01:25,29,1,1,0
U00511,社交网络,2026-03-20 09:55:49,5,1,0,0
U00512,搜索引擎,2026-03-21 03:39:19,11,0,0,0
U00513,合作推广,2026-03-21 10:40:57,28,1,1,1
U00514,付费广告,2026-03-21 14:03:05,6,0,0,1
U00515,自然流量,2026-03-21 15:50:13,7,1,0,1
U00516,自然流量,2026-03-21 23:13:33,24,1,0,1
U00517,搜索引擎,2026-03-22 10:47:24,14,0,1,0
U00518,付费广告,2026-03-22 14:47:54,24,0,1,0
U00519,合作推广,2026-03-22 16:28:56,11,0,1,0
U00520,自然流量,2026-03-24 06:21:08,13,1,0,0
U00521,社交网络,2026-03-24 07:31:11,2,0,0,0
U00522,搜索引擎,2026-03-24 09:20:32,25,1,0,1
U00523,合作推广,2026-03-24 12:14:31,7,1,1,0
U00524,付费广告,2026-03-24 18:20:12,20,0,0,0
U00525,付费广告,2026-03-24 21:58:15,4,0,1,0
U00526,搜索引擎,2026-03-26 00:31:52,27,0,0,0
U00527,搜索引擎,2026-03-26 05:07:46,8,1,0,1
U00528,搜索引擎,2026-03-26 18:06:51,20,0,1,0
U00529,自然流量,2026-03-28 00:11:46,29,1,0,0
U00530,付费广告,2026-03-28 04:17:07,22,1,0,1
U00531,付费广告,2026-03-28 04:26:10,21,1,0,0
U00532,合作推广,2026-03-28 05:30:14,19,1,1,0
U00533,合作推广,2026-03-28 05:42:44,13,1,0,0
U00534,社交网络,2026-03-28 05:53:24,14,1,0,1
U00535,付费广告,2026-03-28 08:46:51,10,0,1,0
U00536,合作推广,2026-03-28 13:10:44,11,0,1,1
U00537,付费广告,2026-03-28 15:01:59,2,1,1,1
U00538,自然流量,2026-03-28 17:22:48,25,1,1,0
U00539,搜索引擎,2026-03-28 17:24:29,26,1,1,1
U00540,自然流量,2026-03-29 04:56:58,9,0,1,1
U00541,合作推广,2026-03-29 13:32:50,17,0,1,1
U00542,社交网络,2026-03-29 18:08:51,26,1,1,1
U00543,自然流量,2026-03-30 02:56:19,3,0,0,0
U00544,付费广告,2026-03-30 10:17:28,24,1,1,0
U00545,社交网络,2026-03-30 14:16:53,6,1,0,0
U00546,搜索引擎,2026-04-01 00:24:42,5,1,1,0
U00547,自然流量,2026-04-01 06:11:13,5,1,0,0
U00548,付费广告,2026-04-01 10:56:20,22,1,0,1
U00549,社交网络,2026-04-01 14:59:40,15,0,0,1
U00550,付费广告,2026-04-03 00:32:05,23,1,0,0
U00551,社交网络,2026-04-03 15:33:23,17,1,0,1
U00552,付费广告,2026-04-03 16:59:29,9,1,0,1
U00553,社交网络,2026-04-04 01:05:14,3,0,0,0
U00554,社交网络,2026-04-04 17:58:19,20,1,0,0
U00555,合作推广,2026-04-04 22:52:39,26,1,1,0
U00556,搜索引擎,2026-04-05 02:40:57,17,0,0,1
U00557,自然流量,2026-04-05 05:02:04,29,0,0,0
U00558,自然流量,2026-04-05 05:16:21,27,1,1,0
U00559,付费广告,2026-04-05 14:51:50,10,1,1,0
U00560,社交网络,2026-04-05 17:57:59,3,1,1,1
U00561,付费广告,2026-04-05 19:07:36,18,0,1,1
U00562,自然流量,2026-04-06 06:38:36,18,0,1,1
U00563,自然流量,2026-04-06 08:42:08,17,1,0,1
U00564,自然流量,2026-04-06 19:27:39,24,1,1,1
U00565,搜索引擎,2026-04-07 00:30:16,3,1,0,1
U00566,社交网络,2026-04-07 01:17:30,3,1,0,1
U00567,搜索引擎,2026-04-07 16:53:41,6,1,1,1
U00568,搜索引擎,2026-04-07 19:42:42,13,1,1,0
U00569,合作推广,2026-04-07 20:03:12,24,1,1,0
U00570,搜索引擎,2026-04-07 20:11:04,29,1,1,0
U00571,社交网络,2026-04-08 02:04:25,15,1,0,0
U00572,付费广告,2026-04-08 07:06:05,25,1,1,0
U00573,搜索引擎,2026-04-08 14:29:52,9,1,1,0
U00574,社交网络,2026-04-08 15:39:35,4,0,1,1
U00575,付费广告,2026-04-09 15:45:03,14,1,1,1
U00576,合作推广,2026-04-09 21:26:41,5,0,1,1
U00577,自然流量,2026-04-10 02:51:44,2,1,0,0
U00578,合作推广,2026-04-10 22:52:12,11,1,0,0
U00579,社交网络,2026-04-11 02:50:56,9,1,0,0
U00580,搜索引擎,2026-04-11 11:17:48,24,0,1,0
U00581,搜索引擎,2026-04-11 15:01:22,3,1,1,0
U00582,合作推广,2026-04-12 17:33:41,27,1,1,0
U00583,社交网络,2026-04-12 19:27:33,28,0,1,1
U00584,搜索引擎,2026-04-12 22:12:29,29,0,0,1
U00585,社交网络,2026-04-13 03:13:52,9,0,0,0
U00586,自然流量,2026-04-13 04:01:17,3,0,0,0
U00587,自然流量,2026-04-13 06:50:37,25,1,0,0
U00588,自然流量,2026-04-13 17:16:08,2,1,1,0
U00589,自然流量,2026-04-13 20:13:18,12,1,0,1
U00590,自然流量,2026-04-13 20:35:47,10,0,1,0
U00591,自然流量,2026-04-13 22:48:57,9,0,1,0
U00592,社交网络,2026-04-14 03:03:06,15,1,0,0
U00593,自然流量,2026-04-14 06:42:55,8,0,0,0
U00594,搜索引擎,2026-04-14 07:55:53,25,1,1,0
U00595,合作推广,2026-04-14 12:00:44,5,1,1,1
U00596,社交网络,2026-04-14 12:02:20,11,1,0,0
U00597,社交网络,2026-04-15 02:34:56,27,1,1,0
U00598,自然流量,2026-04-15 02:38:59,2,0,1,0
U00599,自然流量,2026-04-15 05:58:58,24,0,0,0
U00600,自然流量,2026-04-15 17:30:43,28,0,0,1
U00601,自然流量,2026-04-16 02:19:51,15,1,0,0
U00602,搜索引擎,2026-04-16 08:46:20,6,0,0,0
U00603,自然流量,2026-04-16 09:17:33,8,1,0,0
U00604,自然流量,2026-04-16 10:57:38,27,1,0,0
U00605,自然流量,2026-04-16 12:59:01,5,1,0,0
U00606,搜索引擎,2026-04-16 21:54:09,16,0,0,0
U00607,自然流量,2026-04-16 22:50:52,26,0,0,0
U00608,搜索引擎,2026-04-17 09:41:17,18,1,1,1
U00609,社交网络,2026-04-17 11:58:59,6,1,0,0
U00610,付费广告,2026-04-18 08:43:51,5,1,1,1
U00611,自然流量,2026-04-18 18:25:40,28,0,1,0
U00612,付费广告,2026-04-18 20:18:21,16,1,0,1
U00613,社交网络,2026-04-19 03:02:03,13,1,0,1
U00614,自然流量,2026-04-19 03:50:54,28,0,1,0
U00615,合作推广,2026-04-19 06:17:08,5,1,1,1
U00616,合作推广,2026-04-19 08:21:02,13,0,1,0
U00617,自然流量,2026-04-19 11:29:08,17,1,0,1
U00618,搜索引擎,2026-04-20 03:23:19,18,1,1,0
U00619,付费广告,2026-04-20 04:10:34,8,0,0,0
U00620,付费广告,2026-04-20 19:54:35,13,1,0,0
U00621,自然流量,2026-04-21 01:28:00,29,1,0,1
U00622,自然流量,2026-04-21 13:44:38,19,1,1,0
U00623,搜索引擎,2026-04-21 14:12:19,26,0,1,0
U00624,社交网络,2026-04-21 17:13:40,3,0,0,1
U00625,社交网络,2026-04-21 21:04:59,24,0,1,1
U00626,搜索引擎,2026-04-21 22:27:31,8,1,1,0
U00627,搜索引擎,2026-04-22 02:16:40,2,0,1,0
U00628,付费广告,2026-04-23 04:12:57,8,1,0,0
U00629,自然流量,2026-04-24 01:17:22,27,1,0,0
U00630,搜索引擎,2026-04-24 05:22:52,13,0,0,0
U00631,付费广告,2026-04-24 10:55:54,13,1,1,1
U00632,合作推广,2026-04-24 18:57:15,1,0,1,0
U00633,社交网络,2026-04-24 22:59:55,6,1,0,0
U00634,社交网络,2026-04-24 23:05:56,24,1,0,0
U00635,自然流量,2026-04-25 01:46:45,19,0,1,0
U00636,搜索引擎,2026-04-25 08:09:21,16,0,1,0
U00637,社交网络,2026-04-26 02:05:25,8,1,1,0
U00638,自然流量,2026-04-26 05:00:41,28,1,0,0
U00639,搜索引擎,2026-04-26 05:12:44,1,1,1,1
U00640,搜索引擎,2026-04-26 07:52:43,27,1,1,0
U00641,自然流量,2026-04-26 14:06:17,27,0,1,1
U00642,搜索引擎,2026-04-26 16:59:07,16,0,0,1
U00643,自然流量,2026-04-26 20:47:10,9,0,0,0
U00644,搜索引擎,2026-04-27 06:31:57,13,1,0,1
U00645,自然流量,2026-04-27 13:38:30,11,1,1,0
U00646,合作推广,2026-04-27 23:31:50,13,1,0,0
U00647,社交网络,2026-04-28 04:48:33,25,0,0,1
U00648,付费广告,2026-04-28 10:09:00,21,1,1,0
U00649,付费广告,2026-04-28 13:04:52,10,1,1,0
U00650,社交网络,2026-04-28 18:20:13,4,1,0,1
U00651,自然流量,2026-04-29 07:20:29,27,1,0,0
U00652,社交网络,2026-04-29 12:34:38,6,0,0,0
U00653,社交网络,2026-04-29 16:00:22,28,0,0,1
U00654,付费广告,2026-04-30 09:55:07,7,1,0,0
U00655,搜索引擎,2026-04-30 10:47:19,5,1,1,0
U00656,自然流量,2026-04-30 11:23:48,11,0,1,0
U00657,搜索引擎,2026-04-30 12:56:15,13,1,0,0
U00658,搜索引擎,2026-04-30 14:00:14,26,1,0,0
U00659,社交网络,2026-04-30 14:25:51,25,1,0,1
U00660,社交网络,2026-04-30 22:43:45,19,1,1,0
U00661,搜索引擎,2026-05-01 08:59:07,23,1,0,0
U00662,合作推广,2026-05-01 12:23:30,10,1,0,1
U00663,社交网络,2026-05-01 18:32:28,10,1,1,1
U00664,自然流量,2026-05-02 07:05:47,11,1,0,0
U00665,自然流量,2026-05-02 11:54:06,21,1,1,0
U00666,自然流量,2026-05-02 15:34:38,7,1,0,0
U00667,自然流量,2026-05-02 19:08:56,18,0,1,0
U00668,自然流量,2026-05-03 13:36:47,4,1,0,0
U00669,自然流量,2026-05-03 16:25:38,2,1,0,0
U00670,搜索引擎,2026-05-03 18:24:53,14,1,1,1
U00671,自然流量,2026-05-03 19:06:26,13,1,0,1
U00672,合作推广,2026-05-03 21:54:32,29,1,1,0
U00673,自然流量,2026-05-04 08:17:11,12,1,1,0
U00674,社交网络,2026-05-04 12:35:30,7,1,1,0
U00675,搜索引擎,2026-05-04 13:57:10,2,0,1,0
U00676,合作推广,2026-05-04 21:30:33,13,1,1,0
U00677,自然流量,2026-05-05 03:59:27,14,1,0,1
U00678,搜索引擎,2026-05-05 05:46:24,27,1,1,0
U00679,合作推广,2026-05-05 12:45:31,17,0,1,0
U00680,付费广告,2026-05-05 21:56:23,9,0,0,1
U00681,付费广告,2026-05-06 22:35:08,17,1,0,0
U00682,搜索引擎,2026-05-07 18:31:24,8,0,0,0
U00683,自然流量,2026-05-08 01:03:28,2,0,0,0
U00684,社交网络,2026-05-08 04:46:17,28,0,1,0
U00685,合作推广,2026-05-08 12:23:27,24,0,1,1
U00686,社交网络,2026-05-08 14:30:12,13,0,0,0
U00687,社交网络,2026-05-08 14:30:41,3,1,0,0
U00688,搜索引擎,2026-05-08 17:45:33,16,1,1,0
U00689,付费广告,2026-05-09 00:06:22,6,1,0,1
U00690,自然流量,2026-05-09 08:17:41,19,1,0,0
U00691,搜索引擎,2026-05-09 14:37:42,7,1,1,0
U00692,搜索引擎,2026-05-09 17:26:48,10,0,1,0
U00693,社交网络,2026-05-09 17:52:32,9,0,1,0
U00694,自然流量,2026-05-09 18:08:07,2,1,0,0
U00695,自然流量,2026-05-10 09:00:39,28,0,0,0
U00696,社交网络,2026-05-10 14:47:11,28,1,0,0
U00697,搜索引擎,2026-05-10 15:19:15,15,1,1,0
U00698,社交网络,2026-05-10 23:24:36,5,1,1,1
U00699,自然流量,2026-05-11 15:54:03,29,0,1,0
U00700,社交网络,2026-05-11 23:16:13,22,0,1,0
U00701,社交网络,2026-05-11 23:55:45,4,1,1,0
U00702,自然流量,2026-05-13 21:10:21,20,0,0,1
U00703,搜索引擎,2026-05-14 09:48:02,4,1,0,0
U00704,自然流量,2026-05-15 06:54:18,18,1,0,1
U00705,自然流量,2026-05-16 00:52:24,4,1,1,1
U00706,合作推广,2026-05-16 06:15:09,27,0,0,0
U00707,搜索引擎,2026-05-16 06:45:13,17,1,0,1
U00708,付费广告,2026-05-16 11:11:13,12,1,1,0
U00709,搜索引擎,2026-05-16 11:53:46,22,1,1,0
U00710,付费广告,2026-05-16 22:43:27,17,0,1,1
U00711,付费广告,2026-05-17 03:45:39,10,1,1,1
U00712,社交网络,2026-05-17 03:56:10,22,0,0,0
U00713,社交网络,2026-05-17 05:18:16,1,1,0,0
U00714,搜索引擎,2026-05-17 20:00:18,22,0,1,0
U00715,搜索引擎,2026-05-17 21:07:45,26,1,1,1
U00716,合作推广,2026-05-18 12:29:13,24,1,1,0
U00717,付费广告,2026-05-18 14:48:30,27,1,1,0
U00718,合作推广,2026-05-19 16:16:56,18,0,0,0
U00719,自然流量,2026-05-20 04:21:39,18,0,1,0
U00720,付费广告,2026-05-20 15:18:53,14,1,0,1
U00721,合作推广,2026-05-21 00:09:23,15,1,1,0
U00722,自然流量,2026-05-21 03:42:58,29,0,0,1
U00723,自然流量,2026-05-21 22:00:31,12,1,0,0
U00724,付费广告,2026-05-22 10:51:59,4,1,1,1
U00725,社交网络,2026-05-22 15:01:55,27,1,0,0
U00726,付费广告,2026-05-22 22:43:44,3,1,0,0
U00727,自然流量,2026-05-23 00:41:17,20,1,0,0
U00728,付费广告,2026-05-23 17:58:12,29,0,1,0
U00729,自然流量,2026-05-24 22:16:34,12,1,1,0
U00730,自然流量,2026-05-25 10:05:04,7,1,0,1
U00731,自然流量,2026-05-25 11:42:11,29,0,1,0
U00732,付费广告,2026-05-25 23:15:16,11,1,0,0
U00733,社交网络,2026-05-26 04:33:03,1,1,0,0
U00734,社交网络,2026-05-26 06:27:15,6,1,0,0
U00735,搜索引擎,2026-05-26 06:30:28,15,1,0,0
U00736,合作推广,2026-05-26 21:10:52,15,1,1,1
U00737,搜索引擎,2026-05-26 21:32:44,19,1,1,1
U00738,付费广告,2026-05-27 10:23:35,11,0,0,0
U00739,搜索引擎,2026-05-27 10:29:59,26,1,0,0
U00740,搜索引擎,2026-05-27 10:32:40,23,0,1,0
U00741,搜索引擎,2026-05-28 02:36:50,26,1,0,0
U00742,搜索引擎,2026-05-28 05:53:34,2,1,1,0
U00743,付费广告,2026-05-28 06:00:29,14,1,0,0
U00744,社交网络,2026-05-28 06:32:43,2,1,0,0
U00745,自然流量,2026-05-28 12:55:34,29,1,0,0
U00746,合作推广,2026-05-28 19:06:57,4,1,1,1
U00747,搜索引擎,2026-05-29 00:08:06,17,1,0,0
U00748,社交网络,2026-05-29 00:34:45,3,0,0,0
U00749,合作推广,2026-05-29 02:44:10,13,1,1,0
U00750,社交网络,2026-05-29 07:37:56,9,1,1,0
U00751,自然流量,2026-05-29 10:01:28,7,1,1,1
U00752,合作推广,2026-05-29 10:36:13,15,0,1,1
U00753,社交网络,2026-05-29 11:22:36,23,0,0,1
U00754,搜索引擎,2026-05-29 11:44:59,29,0,1,0
U00755,自然流量,2026-05-29 18:35:01,29,0,0,1
U00756,付费广告,2026-05-29 22:38:41,11,1,0,0
U00757,社交网络,2026-05-30 13:37:32,20,1,1,1
U00758,社交网络,2026-05-30 17:30:08,2,1,0,0
U00759,合作推广,2026-05-30 23:09:30,15,0,1,1
U00760,付费广告,2026-05-31 11:41:21,14,0,1,1
U00761,自然流量,2026-05-31 15:13:21,20,0,0,1
U00762,搜索引擎,2026-05-31 19:11:04,22,0,0,0
U00763,自然流量,2026-05-31 21:16:12,11,0,1,0
U00764,付费广告,2026-06-01 02:19:19,27,0,1,1
U00765,自然流量,2026-06-01 18:32:12,3,1,1,0
U00766,社交网络,2026-06-01 19:08:41,17,1,0,1
U00767,付费广告,2026-06-02 12:32:27,12,1,0,0
U00768,合作推广,2026-06-02 17:24:13,24,1,0,0
U00769,搜索引擎,2026-06-02 17:59:32,28,1,1,1
U00770,付费广告,2026-06-03 06:02:03,29,0,0,0
U00771,自然流量,2026-06-03 08:56:26,21,0,0,0
U00772,付费广告,2026-06-03 09:23:29,15,1,1,0
U00773,自然流量,2026-06-03 13:54:25,16,0,0,0
U00774,搜索引擎,2026-06-03 20:25:05,5,1,1,1
U00775,付费广告,2026-06-03 20:26:20,27,1,0,0
U00776,自然流量,2026-06-03 21:40:45,20,0,0,1
U00777,自然流量,2026-06-03 22:44:30,6,0,1,1
U00778,付费广告,2026-06-04 02:55:22,19,1,0,0
U00779,付费广告,2026-06-04 07:29:55,25,0,0,1
U00780,社交网络,2026-06-04 09:16:04,5,0,0,0
U00781,付费广告,2026-06-04 14:37:02,3,1,1,0
U00782,社交网络,2026-06-04 20:08:10,27,1,1,1
U00783,搜索引擎,2026-06-04 20:20:52,1,0,0,0
U00784,搜索引擎,2026-06-05 07:08:52,26,1,1,0
U00785,自然流量,2026-06-05 11:23:54,28,1,0,0
U00786,合作推广,2026-06-05 17:37:03,6,1,1,0
U00787,社交网络,2026-06-06 01:33:40,15,1,0,0
U00788,搜索引擎,2026-06-06 10:29:33,2,1,1,1
U00789,搜索引擎,2026-06-06 20:01:51,29,1,1,0
U00790,合作推广,2026-06-06 23:10:59,3,1,0,0
U00791,自然流量,2026-06-07 00:19:48,17,0,1,0
U00792,社交网络,2026-06-07 14:02:42,25,1,0,0
U00793,社交网络,2026-06-07 15:28:51,24,0,1,0
U00794,社交网络,2026-06-08 00:34:38,12,0,0,0
U00795,自然流量,2026-06-08 04:30:52,18,0,0,0
U00796,合作推广,2026-06-08 12:17:48,15,1,1,0
U00797,合作推广,2026-06-08 18:52:25,12,1,1,0
U00798,社交网络,2026-06-09 06:30:04,16,0,0,0
U00799,付费广告,2026-06-09 08:08:59,27,0,0,1
U00800,合作推广,2026-06-09 20:00:38,8,1,1,1
